identifiant;status;type;filiere;nom;numero_de_version;date_de_publication;date_de_debut;date_de_fin;cause;information_complementaire;puissance_maximale_mw;puissance_disponible_mw
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;82;2022-07-16T14:51:13+02:00;2022-07-17T02:00:00+02:00;2023-01-18T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;81;2022-07-16T07:11:20+02:00;2022-07-16T18:00:00+02:00;2023-01-17T18:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;80;2022-07-15T22:52:20+02:00;2022-07-16T12:00:00+02:00;2023-01-17T11:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;79;2022-07-15T15:01:30+02:00;2022-07-16T02:00:00+02:00;2023-01-17T01:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00079992;Inactive;Planifiée;Nucléaire;TRICASTIN 4;1;2022-07-15T08:09:10+02:00;2022-07-15T07:53:00+02:00;2022-08-27T02:00:00+02:00;Informations complémentaires;Tranche en prolongation de campagne ----------------------------------------------------------------------- Ongoing stretch;915.0;810.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;78;2022-07-15T07:26:14+02:00;2022-07-15T18:00:00+02:00;2023-01-16T18:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;77;2022-07-14T22:26:21+02:00;2022-07-15T12:00:00+02:00;2023-01-16T12:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;76;2022-07-14T14:41:28+02:00;2022-07-15T02:00:00+02:00;2023-01-16T01:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00079942;Inactive;Planifiée;Gaz fossile;BOUCHAIN 7;1;2022-07-14T09:44:09+02:00;2022-07-14T09:25:00+02:00;2022-09-24T00:00:00+02:00;Informations complémentaires;Tranche inapte aux arrêts jusqu'à son départ programmé en VA. ------------------------------------------------------------------------------------------ Unit is unable to stop until its next yearly maintenance visit.;585.0;585.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;75;2022-07-14T09:20:25+02:00;2022-07-14T18:00:00+02:00;2023-01-15T17:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;74;2022-07-14T00:01:25+02:00;2022-07-14T12:00:00+02:00;2023-01-15T12:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00036357;Inactive;Planifiée;Nucléaire;CATTENOM 1;15;2022-07-13T20:28:10+02:00;2022-06-11T00:00:00+02:00;2022-09-14T00:00:00+02:00;Informations complémentaires;Arrêt susceptible d'être prolongé pour cause de contrôles relatifs à la corrosion sous contrainte. --------------------------------------- Outage duration may be extended due to stress corrosion controls.;1300.0;0.0
05470_EDF_T_00038433;Inactive;Planifiée;Nucléaire;NOGENT 1;13;2022-07-13T20:22:10+02:00;2022-05-21T00:00:00+02:00;2022-08-24T23:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;1310.0;0.0
05470_EDF_T_00041054;Inactive;Planifiée;Nucléaire;TRICASTIN 1;6;2022-07-13T15:03:47+02:00;2022-10-29T02:00:00+02:00;2022-12-08T02:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;915.0;0.0
05470_EDF_T_00041047;Inactive;Planifiée;Nucléaire;GOLFECH 2;12;2022-07-13T15:03:38+02:00;2023-03-18T02:00:00+01:00;2023-05-05T02:00:00+02:00;Informations complémentaires;Arrêt susceptible d'être prolongé : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf --------------------------------------- Outage duration may be extended : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf;1310.0;0.0
05470_EDF_T_00041045;Inactive;Planifiée;Nucléaire;DAMPIERRE 3;6;2022-07-13T15:03:25+02:00;2022-10-15T02:00:00+02:00;2022-11-24T02:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;890.0;0.0
05470_EDF_T_00042930;Inactive;Planifiée;Nucléaire;DAMPIERRE 1;9;2022-07-13T15:03:13+02:00;2023-02-18T02:00:00+01:00;2023-05-14T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;890.0;0.0
05470_EDF_T_00071682;Inactive;Planifiée;Nucléaire;CHINON 3;6;2022-07-13T15:03:04+02:00;2022-02-19T00:00:00+01:00;2022-11-20T23:00:00+01:00;Informations complémentaires;Arrêt susceptible d'être prolongé : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf  ---------------------------------------  Outage duration may be extended :  https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf;905.0;0.0
05470_EDF_T_00054245;Active;Planifiée;Nucléaire;CHINON 3;6;2022-07-13T15:02:56+02:00;2024-05-25T02:00:00+02:00;2024-07-04T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;905.0;0.0
05470_EDF_T_00048911;Inactive;Planifiée;Nucléaire;CHINON 3;8;2022-07-13T15:02:49+02:00;2023-04-15T02:00:00+02:00;2023-07-09T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours.  -------------------------------------  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;905.0;0.0
05470_EDF_T_00053434;Inactive;Planifiée;Nucléaire;CHINON 2;3;2022-07-13T15:02:38+02:00;2024-08-24T02:00:00+02:00;2024-11-26T02:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;905.0;0.0
05470_EDF_T_00048910;Inactive;Planifiée;Nucléaire;CHINON 2;7;2022-07-13T15:02:26+02:00;2023-07-22T02:00:00+02:00;2023-08-31T02:00:00+02:00;Informations complémentaires;Arrêt susceptible d'être prolongé : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf --------------------------------------- Outage duration may be extended : https://www.edf.fr/sites/groupe/files/2022-05/EDF_Mise%20a%20jour%20Note%20Info%20CSC_19mai2022.pdf;905.0;0.0
05470_EDF_T_00058461;Inactive;Planifiée;Nucléaire;CHINON 1;2;2022-07-13T15:02:16+02:00;2024-07-06T02:00:00+02:00;2024-08-15T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;905.0;0.0
05470_EDF_T_00041036;Inactive;Planifiée;Nucléaire;BLAYAIS 4;8;2022-07-13T15:02:02+02:00;2023-02-11T02:00:00+01:00;2023-05-07T02:00:00+02:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;73;2022-07-13T15:01:38+02:00;2022-07-14T02:00:00+02:00;2023-01-15T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00037545;Supprimée;Planifiée;Nucléaire;CHINON 3;14;2022-07-13T14:52:09+02:00;2022-10-22T02:00:00+02:00;2022-12-07T02:00:00+01:00;Informations complémentaires;After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;905.0;0.0
05470_EDF_H_00080873;Inactive;Planifiée;Réservoir hydraulique;COMBE D'AVRIEUX 1;1;2022-07-13T14:16:14+02:00;2022-10-03T07:00:00+02:00;2022-10-21T18:00:00+02:00;Maintenance prévisionnelle;;123.0;0.0
05470_EDF_H_00079525;Inactive;Planifiée;Réservoir hydraulique;ST GUILLERME;2;2022-07-13T11:32:23+02:00;2022-08-29T05:00:00+02:00;2022-09-02T17:00:00+02:00;Maintenance prévisionnelle;;116.0;0.0
05470_EDF_H_00079524;Inactive;Planifiée;Réservoir hydraulique;ST GUILLERME;2;2022-07-13T11:32:14+02:00;2022-08-29T07:00:00+02:00;2022-08-29T16:00:00+02:00;Maintenance prévisionnelle;;116.0;0.0
05470_EDF_H_00080863;Inactive;Planifiée;Réservoir hydraulique;BATHIE 2;1;2022-07-13T10:27:08+02:00;2022-08-23T09:00:00+02:00;2022-08-23T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00080862;Inactive;Planifiée;Réservoir hydraulique;BATHIE 3;1;2022-07-13T10:27:00+02:00;2022-08-23T09:00:00+02:00;2022-08-23T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00080861;Inactive;Planifiée;Réservoir hydraulique;BATHIE 1;1;2022-07-13T10:26:52+02:00;2022-08-23T09:00:00+02:00;2022-08-23T17:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;100.0;0.0
05470_EDF_H_00080854;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:26:46+02:00;2022-09-22T08:00:00+02:00;2022-09-22T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080849;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:26:39+02:00;2022-09-15T08:00:00+02:00;2022-09-15T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080847;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:26:31+02:00;2022-09-13T08:00:00+02:00;2022-09-13T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080860;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:24:19+02:00;2022-09-30T08:00:00+02:00;2022-09-30T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080859;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:59+02:00;2022-09-29T08:00:00+02:00;2022-09-29T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080858;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:52+02:00;2022-09-28T08:00:00+02:00;2022-09-28T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080857;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:45+02:00;2022-09-27T08:00:00+02:00;2022-09-27T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080856;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:36+02:00;2022-09-26T08:00:00+02:00;2022-09-26T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080855;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:27+02:00;2022-09-23T08:00:00+02:00;2022-09-23T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080853;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:19+02:00;2022-09-21T08:00:00+02:00;2022-09-21T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080852;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:11+02:00;2022-09-20T08:00:00+02:00;2022-09-20T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080851;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:23:02+02:00;2022-09-19T08:00:00+02:00;2022-09-19T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080850;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:55+02:00;2022-09-16T08:00:00+02:00;2022-09-16T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080848;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:48+02:00;2022-09-14T08:00:00+02:00;2022-09-14T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080846;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:41+02:00;2022-09-12T08:00:00+02:00;2022-09-12T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080845;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:34+02:00;2022-09-09T08:00:00+02:00;2022-09-09T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080844;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:27+02:00;2022-09-08T08:00:00+02:00;2022-09-08T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080843;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:19+02:00;2022-09-07T08:00:00+02:00;2022-09-07T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080842;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:12+02:00;2022-09-06T08:00:00+02:00;2022-09-06T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080841;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:22:04+02:00;2022-09-05T08:00:00+02:00;2022-09-05T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080840;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:55+02:00;2022-09-02T08:00:00+02:00;2022-09-02T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080839;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:48+02:00;2022-09-01T08:00:00+02:00;2022-09-01T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080838;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:41+02:00;2022-08-31T08:00:00+02:00;2022-08-31T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080790;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:33+02:00;2022-08-30T08:00:00+02:00;2022-08-30T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080789;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:25+02:00;2022-08-29T08:00:00+02:00;2022-08-29T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080788;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:18+02:00;2022-08-26T08:00:00+02:00;2022-08-26T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080787;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:09+02:00;2022-08-25T08:00:00+02:00;2022-08-25T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080786;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:21:01+02:00;2022-08-24T08:00:00+02:00;2022-08-24T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080785;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;2;2022-07-13T10:20:54+02:00;2022-08-23T08:00:00+02:00;2022-08-23T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;72;2022-07-13T07:43:09+02:00;2022-07-13T18:00:00+02:00;2023-01-14T18:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;71;2022-07-13T06:16:30+02:00;2022-07-13T12:00:00+02:00;2023-01-14T12:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;70;2022-07-12T23:16:22+02:00;2022-07-13T12:00:00+02:00;2023-01-14T12:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;69;2022-07-12T17:01:13+02:00;2022-07-13T02:00:00+02:00;2023-01-14T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_T_00038383;Inactive;Planifiée;Nucléaire;BLAYAIS 1;68;2022-07-12T16:31:43+02:00;2022-07-13T02:00:00+02:00;2023-01-06T02:00:00+01:00;Informations complémentaires;Local strike likely to cause the start of this stop to be postponed.  After its restart, the plant will gradually return by various load thresholds to full power. The ramp-up period will take at least 48 hours. ------------------------------------- Grève locale susceptible d?entraîner le décalage du début de cet arrêt.  Après son recouplage, la tranche remontera progressivement par palier de charge à sa pleine puissance. La remontée durera au moins 48h.;910.0;0.0
05470_EDF_H_00080815;Inactive;Planifiée;Station de transfert d'énergie par pompage hydraulique;MONTEZIC 3;1;2022-07-12T16:31:28+02:00;2022-10-03T14:30:00+02:00;2022-10-03T18:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;227.0;0.0
05470_EDF_H_00069153;Inactive;Planifiée;Station de transfert d'énergie par pompage hydraulique;MONTEZIC 3;3;2022-07-12T16:31:20+02:00;2022-10-04T08:00:00+02:00;2022-10-04T18:00:00+02:00;Informations complémentaires;Des variations de puissance pour essais sont possibles --- Power variations are expected due to tests;227.0;0.0
05470_EDF_H_00080803;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T14:01:41+02:00;2023-03-09T07:00:00+01:00;2023-03-09T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080801;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T14:01:35+02:00;2023-03-07T07:00:00+01:00;2023-03-07T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080798;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T14:01:27+02:00;2023-03-02T07:00:00+01:00;2023-03-02T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080797;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T14:01:18+02:00;2023-03-01T07:00:00+01:00;2023-03-01T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080800;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T13:58:10+02:00;2023-03-06T07:00:00+01:00;2023-03-06T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080804;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T13:52:44+02:00;2023-03-10T07:00:00+01:00;2023-03-10T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080802;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T13:52:38+02:00;2023-03-08T07:00:00+01:00;2023-03-08T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080799;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T13:52:32+02:00;2023-03-03T07:00:00+01:00;2023-03-03T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080796;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T13:52:26+02:00;2023-02-28T07:00:00+01:00;2023-02-28T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080795;Active;Planifiée;Réservoir hydraulique;MONTEYNARD;1;2022-07-12T13:52:20+02:00;2023-02-27T07:00:00+01:00;2023-02-27T17:00:00+01:00;Maintenance prévisionnelle;;366.0;190.0
05470_EDF_H_00080789;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;1;2022-07-12T12:08:30+02:00;2022-08-29T08:00:00+02:00;2022-08-29T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080788;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;1;2022-07-12T12:08:24+02:00;2022-08-26T08:00:00+02:00;2022-08-26T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080787;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;1;2022-07-12T12:08:17+02:00;2022-08-25T08:00:00+02:00;2022-08-25T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080790;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;1;2022-07-12T12:07:38+02:00;2022-08-30T08:00:00+02:00;2022-08-30T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
05470_EDF_H_00080786;Inactive;Planifiée;Fil de l'eau et éclusé hydraulique;SAUSSAZ;1;2022-07-12T12:07:30+02:00;2022-08-24T08:00:00+02:00;2022-08-24T17:00:00+02:00;Maintenance prévisionnelle;;150.0;0.0
